Timestamp,Time,Roll,Pitch,Yaw,Velocity_Increment_X,Velocity_Increment_Y,Velocity_Increment_Z,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Pressure
1764074533786789745,2025-11-25 18:12:13.783,0.703910,0.783012,5.247791,0.013876,0.010266,0.978040,0.121370,0.126995,9.761431,-0.002191,0.003858,-0.001322,0.817948,0.479482,-1.210472,100328.0000
1764074533886763171,2025-11-25 18:12:13.883,0.704229,0.782983,5.276003,0.014125,0.010554,0.978337,0.161048,0.131789,9.818978,-0.000099,-0.002847,-0.006951,0.817940,0.479462,-1.211435,100331.0000
1764074533986757652,2025-11-25 18:12:13.983,0.700983,0.778006,5.301098,0.013795,0.009795,0.978496,0.129789,0.065193,9.761083,0.000809,0.000835,-0.001150,0.816491,0.475197,-1.209422,100335.0000
1764074534085492430,2025-11-25 18:12:14.083,0.699937,0.780815,5.325429,0.013567,0.010784,0.978564,0.113375,0.183854,9.789991,-0.001449,-0.004466,-0.005485,0.816979,0.478045,-1.210436,100333.0000
1764074534185806837,2025-11-25 18:12:14.182,0.691726,0.784865,5.350269,0.013094,0.010195,0.978405,0.150319,0.007675,9.775525,0.002815,-0.004986,-0.001111,0.816947,0.477018,-1.213791,100333.0000
1764074534286729041,2025-11-25 18:12:14.283,0.684816,0.795940,5.374603,0.013716,0.010786,0.978301,0.130398,0.193381,9.781314,-0.000733,-0.002363,-0.005222,0.815042,0.478006,-1.211852,100336.0000
1764074534386681541,2025-11-25 18:12:14.383,0.682778,0.800511,5.403324,0.014511,0.009867,0.978757,0.171471,-0.003582,9.783939,0.002907,0.001592,-0.005463,0.813603,0.478009,-1.211349,100336.0000
1764074534486335226,2025-11-25 18:12:14.483,0.679524,0.798624,5.429140,0.014552,0.009592,0.978849,0.121276,0.165576,9.780392,-0.001610,-0.000634,-0.002618,0.815516,0.476575,-1.211837,100338.0000
1764074534585923244,2025-11-25 18:12:14.583,0.684487,0.792696,5.456480,0.014296,0.008972,0.978945,0.152313,0.012389,9.801390,0.005000,0.003734,-0.003429,0.816987,0.480423,-1.210954,100330.0000
1764074534686614726,2025-11-25 18:12:14.683,0.689205,0.787294,5.481292,0.013712,0.009921,0.978629,0.106683,0.151031,9.765855,-0.003050,0.002343,0.000738,0.813623,0.479006,-1.209438,100334.0000
1764074534786559022,2025-11-25 18:12:14.783,0.700272,0.784214,5.505464,0.013231,0.010094,0.978475,0.153981,0.072659,9.809649,0.004346,-0.002178,-0.005707,0.816498,0.478988,-1.210925,100337.0000
1764074534886652207,2025-11-25 18:12:14.883,0.704733,0.786833,5.529940,0.013341,0.010982,0.978386,0.106294,0.142963,9.758735,-0.000836,-0.002308,0.001379,0.814107,0.481843,-1.210933,100327.0000
1764074534986782503,2025-11-25 18:12:14.983,0.704759,0.793439,5.555399,0.013977,0.010744,0.978700,0.139568,0.115706,9.819317,-0.001782,-0.001944,-0.003795,0.816492,0.478500,-1.211399,100337.0000
1764074535085443744,2025-11-25 18:12:15.082,0.697754,0.795057,5.579595,0.014555,0.010357,0.978697,0.141827,0.083734,9.764419,-0.004122,0.000498,0.000132,0.812649,0.481328,-1.212349,100329.0000
1764074535186487559,2025-11-25 18:12:15.183,0.689254,0.788070,5.603281,0.014287,0.010001,0.978747,0.132839,0.154311,9.796909,0.003447,0.000169,-0.004288,0.814581,0.478055,-1.209438,100327.0000
1764074535286431170,2025-11-25 18:12:15.283,0.682829,0.784164,5.625566,0.013975,0.009050,0.978945,0.148850,0.019980,9.774425,0.000937,0.000612,-0.003457,0.816023,0.479474,-1.210444,100335.0000
1764074535386574225,2025-11-25 18:12:15.383,0.683152,0.782967,5.646701,0.013312,0.009375,0.978753,0.112649,0.161135,9.780739,0.002659,-0.001803,-0.003401,0.814578,0.479934,-1.210912,100327.0000
1764074535486258114,2025-11-25 18:12:15.483,0.689559,0.787099,5.666192,0.012998,0.009321,0.978353,0.147629,0.005829,9.787657,0.003555,-0.002818,-0.000916,0.817451,0.480852,-1.213375,100334.0000
1764074535586532818,2025-11-25 18:12:15.583,0.700333,0.800682,5.687245,0.013106,0.010697,0.978334,0.118949,0.217628,9.773084,0.001559,-0.003983,-0.002244,0.816028,0.480429,-1.210459,100330.0000
1764074535688002503,2025-11-25 18:12:15.683,0.699112,0.815470,5.711951,0.014109,0.010769,0.978587,0.166183,0.025557,9.795156,0.002837,-0.004963,-0.002078,0.815523,0.479421,-1.212843,100337.0000
1764074535787259540,2025-11-25 18:12:15.783,0.692711,0.826009,5.737136,0.014957,0.010990,0.978846,0.128874,0.184436,9.773046,-0.006891,0.000588,-0.003615,0.814615,0.483329,-1.208556,100332.0000
1764074535887755929,2025-11-25 18:12:15.883,0.686658,0.822139,5.760421,0.015702,0.009759,0.979084,0.181336,0.038587,9.794925,0.005362,-0.002538,-0.004264,0.812659,0.481827,-1.211393,100338.0000
1764074535986492410,2025-11-25 18:12:15.983,0.685412,0.807991,5.781533,0.014975,0.009336,0.979112,0.119144,0.135963,9.767731,-0.002793,0.006353,0.000956,0.815053,0.480862,-1.212377,100336.0000
1764074536085442725,2025-11-25 18:12:16.082,0.691272,0.791583,5.800358,0.013973,0.009322,0.978987,0.146220,0.096768,9.814835,0.001777,0.001565,-0.005153,0.814102,0.480888,-1.210919,100328.0000
1764074536186423262,2025-11-25 18:12:16.183,0.697912,0.779079,5.816605,0.012471,0.010212,0.978358,0.094033,0.085422,9.755308,0.000062,0.002325,0.003366,0.813620,0.479940,-1.210416,100334.0000
1764074536286741614,2025-11-25 18:12:16.283,0.701166,0.782656,5.836262,0.012109,0.011110,0.978002,0.121518,0.151794,9.790183,-0.001850,-0.001098,-0.004888,0.815067,0.481370,-1.210940,100336.0000
1764074536387068558,2025-11-25 18:12:16.383,0.692273,0.796441,5.855358,0.012776,0.010496,0.977831,0.131953,0.072849,9.751643,0.003743,-0.004561,-0.000223,0.815066,0.482782,-1.211925,100327.0000
1764074536488635873,2025-11-25 18:12:16.483,0.687284,0.814138,5.875729,0.013893,0.009926,0.978619,0.149143,0.170140,9.810531,0.000861,-0.004329,-0.003892,0.813152,0.484217,-1.211437,100334.0000
1764074536586864854,2025-11-25 18:12:16.583,0.693164,0.824936,5.897842,0.014792,0.008950,0.978883,0.169034,0.015120,9.782339,0.005784,-0.000931,-0.000058,0.812670,0.484682,-1.211919,100336.0000
1764074536686745780,2025-11-25 18:12:16.683,0.699293,0.826812,5.917888,0.014645,0.010157,0.979329,0.125462,0.196636,9.793310,0.001960,0.000022,-0.005253,0.814583,0.482303,-1.211911,100332.0000
1764074536786810373,2025-11-25 18:12:16.783,0.702675,0.821363,5.934534,0.014666,0.010136,0.979136,0.173759,0.023531,9.790512,0.003834,-0.001178,-0.000774,0.812644,0.481786,-1.213319,100335.0000
